,airline_sentiment,sentiment_confidence,text,char_length,word_count
6321,neutral,1.0, looking for cheap flight to vegas,47,7
6322,negative,0.6591, please let those with nothing in overhead bins to exit first fly a lot and only bring purse tired of running for connection,139,24
6323,negative,1.0, all i requested was a refund of my reward points that i used to purchase the flight and he refused,113,21
6324,negative,1.0, so today i call into customer service  speak with wendell holton in the dallas office  i am told there is nothing he can do,147,27
6325,negative,1.0, we did not get a single answer from any southwest personnel after an hours wait no apologies no explanation,126,20
6326,negative,1.0, i along with other passengers repeatedly asked southwest personnel what was taking so long where was our luggage,129,19
6327,neutral,0.6569, took delivery of na a new boeing h yesterday  #dfw #dal #airlines,113,14
6328,negative,1.0, next once we arrived to atlanta we waited a full hour before our luggage was placed on a carousel one hour!,123,22
6329,negative,1.0, secondly we did not begin boarding on time despite our aircraft being present and deplaned thus we left over  min late flight,143,24
6330,negative,0.677,  bags fly free!  so whats with all the carryons? #packingayak ,96,13
6331,negative,1.0, first there were cockroaches crawling on the counter at the gate and visible mouse traps under the seats at the gate,130,22
6332,negative,1.0, i am completely displeased with the service i received on yesterday flying from lga to atl,105,17
6333,positive,1.0, landed in nashville! thanks for taking care of us! ,87,11
6334,negative,0.6768, when will you be accepting reservations past august ?,68,10
6335,neutral,0.65, thanks i just sent a dm with this info,53,10
6336,positive,1.0, thanks for the info! have a good day,51,9
6337,negative,1.0, fsve when i corrected the attendants error she gave me attitude made a rude show of taking back nuts said well i was late flight,151,26
6338,positive,1.0,  hey at least you guys are honest with your customers unlike ,93,14
6339,neutral,0.6544, first time flyer scheduled a roundtrip set on departure date not sure on returning date policyfees on changing re flight,140,21
6340,negative,1.0, i just sent a screen shot of the incident report,63,11
6341,negative,0.6907, i couldnt fly you today  it made the trip harder  had to pay for my checked bag #devotedyyours but for today ,134,25
6342,positive,0.6509, oh no worries nl no disappointments here better to have no lounges than like #delta who has them but does disappoint!,133,22
6343,negative,1.0, flight  mco to isp delayed any details on why?,65,11
6344,neutral,1.0, when will you have flights for october  available?,68,10
6345,neutral,0.6737, ceo discusses possibilities of nhl vegas arena naming rights   #sportsbiz,121,13
6346,positive,1.0, thanks for getting me back to nashville big thanks to the pilots on the  out of baltimore flying in snow landing on ice,140,25
6347,positive,1.0, just did last night thanks for following up ,62,10
6348,positive,1.0, for the win as always saved my day and got me on a direct to orlando ,88,18
6349,neutral,0.3727, not possible to carryon and put in a closetoverhead? had success doing that with other airlines thanks,119,18
6350,neutral,1.0, hi how do i add a flight to my account? just created it,70,14
6351,positive,0.3356, deicing is important!,36,4
6352,positive,1.0, thank you for finally making your boarding passes work with passbook,82,12
6353,neutral,0.7023, any delays today  to orlando?,54,7
6354,neutral,1.0, so was there a winner for #destinationdragons ???,63,9
6355,neutral,0.6613, thanks for reminding me about my upcoming trip to florida but you really didnt need to ,127,18
6356,neutral,0.6556, today is going to be the day i can feel it!  thank yall for your support throughout! were coming home nashville! #octavia,138,23
6357,positive,0.6383, i love and appreciate the fact that you guys rarely cancelled flight flights and are on time but i need a cancelled flightlation this time ,156,27
6358,negative,1.0,  flight at  from fll kiosk just opened rude attendants because now everyone is late flight ,132,18
6359,negative,1.0, why is your website downnnnn  ugh,49,8
6360,neutral,1.0,  hopefully nashville is open i want to come home today,79,12
6361,neutral,1.0,  hi! get a solar charger from amazon! game changer to plug usb into charge ,104,17
6362,negative,0.6917, will you please tell me if ill make my flight out of here tomorrow am? ive been tryin for  days now to leave,126,25
6363,negative,1.0, had a bad experience with them last week  they broke my bicycle that i had brought with me to do a bike ride in fla  why?,137,27
6364,negative,1.0,  im so sorry for your frustration did you get rebooked? sw ive been rebooked  times!! still stuck!! #smh,137,21
6365,negative,1.0,  minutes and still waiting for skis to be unloaded you should be ashamed its  in the morning,116,20
6366,positive,1.0, neveind its been found and on its way thanks for making the process so painless,96,16
6367,neutral,1.0, what are your services? what promotion you have at the moment? #modelodenegocio #innovation #innovacion #businessmodel,132,16
6368,neutral,0.6805, my bag was late flightchecked and put on a different flight from oakmsy having troubles tracking it down any help?,136,21
6369,positive,1.0,  thank you both very much!!,54,7
6370,positive,0.685, you are the #official airlines of #divadapouch aka #thepoopqueen ,101,11
6371,neutral,0.6831, im trying to get home to nashville ive been stuck in dallas  days will my flight get out in the morning,121,23
6372,positive,1.0, once again i was able to change my flight without any fees oh and the two free checked bags  best airline ever,130,23
6373,positive,1.0, a wonderfully nice agent in austin helped us out wish i remembered her name to give proper kudos,112,19
6374,positive,0.3634, hot stewardess flipped me off,43,6
6375,negative,1.0, where are our bags?we have a tv show to film!!,62,12
6376,negative,1.0, i am scheduled for the morning  days after the fact yesnot sure why my evening flight was the only one cancelled flightled,141,24
6377,negative,1.0, update  minutes into this pilot has turned off ac no longer freezing but we are enjoying waiting for reload of all bags,138,24
6378,neutral,1.0, snow forecasted for raleigh nc tomorrow night need to know if theres a plan to reschedule flights into rdu wednesday night,138,22
6379,neutral,0.6514, i need some help with a reservation,49,8
6380,negative,1.0, it seems odd to be sitting on a plane that gets further delayed and you find out by txt not the  emp working on the aircraft,140,28
6381,negative,1.0, really enjoying sitting at bwi with the door wide open and the ac on as they fix a baggage error #sarcasm,122,22
6382,positive,0.6712, flight  phi to den was staffed by a great crew #freecomedyshow #newlifetimecustomer,102,14
6383,negative,1.0, engadget theverge wired reddit,44,5
6384,negative,1.0,  your male flight attendants must being playing a game called who can be the bigger dick to people flight  to chimid,136,23
6385,negative,1.0, when youre on hold with southwest for over  hours and it automatically hangs up on you #iusedtoloveu ,140,20
6386,positive,1.0, has the best customer service!,44,6
6387,positive,1.0, big thanks to your team family emerg same day ticket experience was excellent st time flying with yall not my last!,135,22
6388,negative,1.0, this was the rd cancelled flightlation in  days due to weather in nashville  trips to the airport each time communicated late flight by sw,157,27
6389,negative,1.0, i left my ipad on my flight  from erw to den i opened claim  it has so many memories on it plz help get it back,139,29
6390,negative,1.0,   yes dale at baggage office was wonderful but not everyone is on the same page down there we had a  hour wait!,131,24
6391,negative,1.0, no one wants to commit to saying if this plane is getting cancelled flighted or not customer relations is closed patience gone,143,23
6392,negative,1.0,  tried to leave monday all other planes left but mine now this one keeps getting delayed missed work have to pay for a cab,140,25
6393,positive,1.0,  total win!! happy th bday on intercom chocolate flight kisses and a chance to hand out snacksthank you ,146,21
6394,negative,1.0, my luggage has still not been found luggage is not scanned until final destination so no way of knowing where it is!,132,23
6395,positive,1.0, thanks for your excellent response time and assistance! all set ,80,12
6396,negative,1.0, finally got through after  hours and all set thanks,68,11
6397,negative,1.0, i did its just been such a disheartening experience for me and my familyand a lot of taxi money wasted,125,21
6398,positive,1.0, cant wait! thanks for the response!,52,7
6399,positive,1.0, got it covered thanks!,37,5
6400,negative,1.0, please help on hold forever to check in for flight,64,11
6401,negative,1.0, my sister and her family had to drive  miles because you did not accommodate a rebook in a timely manner! horrible,132,23
6402,negative,1.0, cant believe how many paying customers you left high and dry with no reason for flight cancelled flightlations monday out of bdl! wow,149,24
